leftGaitPhaseX,leftGaitPhaseY,rightGaitPhaseX,rightGaitPhaseY
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,-2.4492935982947064e-16,1.0,0.0
1.0,0.0,1.0,0.0
0.999630104536087,0.027196582600977664,1.0,0.0
0.9985206917896564,0.05437304541687925,1.0,0.0
0.9966725824941932,0.08150928354706317,1.0,0.0
0.994087143864188,0.10858522184874535,1.0,0.0
0.9907662885836834,0.13558082978840785,1.0,0.0
0.9867124733912889,0.16247613626020582,1.0,0.0
0.9819286972627067,0.1892512443604102,1.0,0.0
0.9764184991921175,0.21588634610695698,1.0,0.0
0.9701859555740645,0.24236173709321232,1.0,0.0
0.9632356771877736,0.26865783106511393,1.0,0.0
0.9555728057861408,0.29475517441090415,1.0,0.0
0.94720301029191,0.32063446055273553,1.0,0.0
0.938132482603856,0.3462765442295015,1.0,0.0
0.9283679330160727,0.3716624556603275,1.0,0.0
0.9179165852537594,0.39677341457824244,1.0,0.0
0.9067861711291744,0.42159084412364994,1.0,0.0
0.8949849248217099,0.4460963845873202,1.0,0.0
0.8825215767863213,0.47027190699273674,1.0,0.0
0.8694053472948153,0.49409952650774874,1.0,0.0
0.8556459396147774,0.517561615675607,1.0,0.0
0.8412535328311812,0.5406408174555976,1.0,0.0
0.8262387743159949,0.563320058063622,1.0,0.0
0.8106127718513516,0.5855825596032285,1.0,0.0
0.7943870854121126,0.6074118524777475,1.0,0.0
0.7775737186139037,0.6287917875743494,1.0,0.0
0.7601851098329482,0.6497065482110123,1.0,0.0
0.7422341230042699,0.6701406618375595,1.0,0.0
0.7237340381050702,0.6900790114821119,1.0,0.0
0.7046985413303214,0.7095068469344868,1.0,0.0
0.6851417149678443,0.728409795658269,1.0,0.0
0.6650780269803586,0.7467738734234838,1.0,0.0
0.6445223203022166,0.7645854946520022,1.0,0.0
0.6234898018587336,0.7818314824680298,1.0,0.0
0.6019960313162434,0.7984990784462387,1.0,0.0
0.5800569095711982,0.8145759520503357,1.0,0.0
0.5576886669868295,0.8300502097550806,1.0,0.0
0.5349078513860726,0.8449104038450085,1.0,0.0
0.5117313158096369,0.8591455408833463,1.0,0.0
0.4881762060482814,0.8727450898448561,1.0,0.0
0.46425994795851055,0.8856989899065941,1.0,0.0
0.440000234571087,0.8979976578908145,1.0,0.0
0.41541501300188644,0.9096319953545183,1.0,0.0
0.3905224711747844,0.9205933953203986,1.0,0.0
0.3653410243663952,0.9308737486442041,1.0,0.0
0.33988930158261665,0.9404654500138115,1.0,0.0
0.3141861317770626,0.9493614035755648,1.0,0.0
0.28825052992157096,0.9575550281837245,1.0,0.0
0.2621016829391021,0.96504026226914,1.0,0.0
0.23575893550942728,0.9718115683235417,1.0,0.0
0.2092417757581085,0.9778639369961413,1.0,0.0
0.18256982083936169,0.983192890799503,1.0,0.0
0.15576280242346308,0.9877944874219481,1.0,0.0
0.12884055209943884,0.991665322644042,1.0,0.0
0.10182298670383554,0.994802532857004,1.0,0.0
0.07473009358642439,0.9972037971811801,1.0,0.0
0.0475819158237424,0.998867339183008,1.0,0.0
0.020398537391405434,0.9997919281892065,1.0,0.0
-0.006799931693834615,0.999976880197217,1.0,0.0
-0.03399337025129773,0.9994220583812218,1.0,0.0
-0.06116166082184248,0.9981278731933669,1.0,0.0
-0.08828470455058068,0.9960952820601133,1.0,0.0
-0.11534243605582678,0.9933257886739413,1.0,0.0
-0.142314838273285,0.9898214418809328,1.0,0.0
-0.1691819572644938,0.9855848341650529,1.0,0.0
-0.19592391697856673,0.980619099730255,1.0,0.0
-0.22252093395631434,0.9749279121818236,1.0,0.0
-0.24895333196586988,0.9685154818086757,1.0,0.0
-0.27520155655898504,0.9613865524686268,1.0,0.0
-0.30124618953723403,0.9535463980789277,1.0,0.0
-0.32706796331742166,0.9450008187146685,1.0,0.0
-0.3526477751855641,0.9357561363179361,1.0,0.0
-0.3779667014289064,0.9258191900208982,1.0,0.0
-0.40300601133551156,0.9151973310862753,1.0,0.0
-0.4277471810510707,0.9038984174689446,1.0,0.0
-0.45217190728268547,0.891930808002694,1.0,0.0
-0.4762621208394751,0.8793033562164341,1.0,0.0
-0.4999999999999998,0.8660254037844387,1.0,0.0
-0.5233679836966119,0.8521067736154566,1.0,0.0
-0.5463487845069709,0.8375577625858144,1.0,0.0
-0.5689254014431222,0.8223891339218815,1.0,0.0
-0.5910811325286764,0.8066121092375301,1.0,0.0
-0.6127995871547769,0.7902383602324903,1.0,0.0
-0.6340646982057246,0.7732800000577303,1.0,0.0
-0.654860733945285,0.7557495743542583,1.0,0.0
-0.675172309654883,0.7376600519719709,1.0,0.0
-0.6949843990150795,0.7190248153754145,1.0,0.0
-0.7142823452219036,0.6998576507435618,1.0,0.0
-0.733051871829826,0.6801727377709197,1.0,0.0
-0.7512790933133435,0.6599846391775194,1.0,0.0
-0.768950525339362,0.6393082899355514,1.0,0.0
-0.7860530947427873,0.6181589862206055,1.0,0.0
-0.8025741491979325,0.5965523740956991,1.0,0.0
-0.8185014665785936,0.5745044379364632,1.0,0.0
-0.8338232639998671,0.5520314886060469,1.0,0.0
-0.8485282065350234,0.5291501513884851,1.0,0.0
-0.8626054156009808,0.5058773536894681,1.0,0.0
-0.8760444770061827,0.4822303125135996,1.0,0.0
-0.8888354486549234,0.4582265217274105,1.0,0.0
-0.900968867902419,0.43388373911755823,1.0,0.0
-0.9124357585551869,0.4092199732537755,1.0,0.0
-0.9232276375115515,0.38425347016629446,1.0,0.0
-0.9333365210373668,0.3590026998475987,1.0,0.0
-0.9427549306723099,0.3334863425884907,1.0,0.0
-0.9514758987623784,0.3077232751585818,1.0,0.0
-0.9594929736144973,0.28173255684143006,1.0,0.0
-0.9668002242694236,0.255533415334653,1.0,0.0
-0.9733922448894151,0.22914523252545538,1.0,0.0
-0.979264158757421,0.20258753015208128,1.0,0.0
-0.9844116218848333,0.17587995536180911,1.0,0.0
-0.9888308262251285,0.14904226617617472,1.0,0.0
-0.9925185024910277,0.1220943168741601,1.0,0.0
-0.9954719225730846,0.09505604330418288,1.0,0.0
-0.9976889015579163,0.06794744813573418,1.0,0.0
-0.9991677993445829,0.04078858606158573,1.0,0.0
-0.9999075218579183,0.013599548961510076,1.0,0.0
-0.9999075218579183,-0.013599548961509831,1.0,0.0
-0.9991677993445829,-0.040788586061585044,1.0,-2.4492935982947064e-16
-0.9976889015579163,-0.06794744813573393,1.0,0.0
-0.9954719225730846,-0.09505604330418263,0.9995921928281892,0.02855605079369625
-0.9925185024910278,-0.12209431687415942,0.9983691039261356,0.05708881086276798
-0.9888308262251285,-0.14904226617617447,0.9963317308626913,0.08557500847883974
-0.9844116218848333,-0.17587995536180887,0.9934817353485502,0.11399140989054062
-0.9792641587574212,-0.2025875301520806,0.9898214418809327,0.14231483827328514
-0.973392244889415,-0.22914523252545557,0.985353835847693,0.17052219263262378
-0.9668002242694237,-0.2555334153346528,0.9800825610923934,0.19859046664574545
-0.9594929736144975,-0.2817325568414294,0.9740119169423335,0.22649676742576436
-0.9514758987623784,-0.30772327515858194,0.9671468547019572,0.25421833419348694
-0.94275493067231,-0.3334863425884904,0.9594929736144974,0.28173255684142967
-0.9333365210373669,-0.35900269984759847,0.9510565162951535,0.3090169943749474
-0.9232276375115513,-0.38425347016629463,0.9418443636395247,0.3360493932154301
-0.912435758555187,-0.4092199732537753,0.9318640292114523,0.362807705350641
-0.9009688679024191,-0.433883739117558,0.9211236531148501,0.38927010631739145
-0.8888354486549234,-0.4582265217274107,0.9096319953545184,0.4154150130018864
-0.8760444770061828,-0.4822303125135994,0.8973984286913584,0.4412211012432213
-0.8626054156009809,-0.5058773536894678,0.8844329309978144,0.46666732322567367
-0.8485282065350235,-0.5291501513884849,0.8707460771197771,0.49173292464560375
-0.8338232639998672,-0.5520314886060467,0.856349030251589,0.5163974616389618
-0.8185014665785937,-0.574504437936463,0.8412535328311812,0.5406408174555976
-0.8025741491979326,-0.5965523740956988,0.825471896962774,0.5644432188667691
-0.7860530947427874,-0.6181589862206053,0.8090169943749475,0.5877852522924731
-0.7689505253393623,-0.6393082899355512,0.7919022459222752,0.6106478796354381
-0.7512790933133436,-0.6599846391775193,0.7741416106390825,0.6330124538088704
